id,name,popularity,album,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
0R6NfOiLzLj4O5VbYSJAjf,La Diabla,94,La Diabla,0.751,0.819,11,-4.372,0,0.0409,0.255,0.0,0.236,0.697,131.842,audio_features,spotify:track:0R6NfOiLzLj4O5VbYSJAjf,https://api.spotify.com/v1/tracks/0R6NfOiLzLj4O5VbYSJAjf,https://api.spotify.com/v1/audio-analysis/0R6NfOiLzLj4O5VbYSJAjf,172264,3
7pkqvejfDmeLen9MrnppQr,OH LOUISIANA,79,COWBOY CARTER,0.504,0.378,11,-14.203,1,0.0408,0.728,0.313,0.717,0.849,145.685,audio_features,spotify:track:7pkqvejfDmeLen9MrnppQr,https://api.spotify.com/v1/tracks/7pkqvejfDmeLen9MrnppQr,https://api.spotify.com/v1/audio-analysis/7pkqvejfDmeLen9MrnppQr,52196,4
6Qb7YsAqH4wWFUMbGsCpap,Training Season,92,Training Season,0.815,0.582,5,-4.5,0,0.0532,0.0365,1.45e-06,0.138,0.671,123.03,audio_features,spotify:track:6Qb7YsAqH4wWFUMbGsCpap,https://api.spotify.com/v1/tracks/6Qb7YsAqH4wWFUMbGsCpap,https://api.spotify.com/v1/audio-analysis/6Qb7YsAqH4wWFUMbGsCpap,209488,4
70ToiXlzl8N1EgfC07ZcZE,Ice Attack,83,WE DON'T TRUST YOU,0.555,0.528,11,-6.368,0,0.356,0.0373,0.0,0.16,0.456,149.723,audio_features,spotify:track:70ToiXlzl8N1EgfC07ZcZE,https://api.spotify.com/v1/tracks/70ToiXlzl8N1EgfC07ZcZE,https://api.spotify.com/v1/audio-analysis/70ToiXlzl8N1EgfC07ZcZE,199253,4
0wXThIDxO3YRJCpPgnmbkw,Where It Ends,80,Religiously. The Album.,0.431,0.837,9,-5.067,1,0.0432,0.259,0.0,0.0879,0.648,170.041,audio_features,spotify:track:0wXThIDxO3YRJCpPgnmbkw,https://api.spotify.com/v1/tracks/0wXThIDxO3YRJCpPgnmbkw,https://api.spotify.com/v1/audio-analysis/0wXThIDxO3YRJCpPgnmbkw,179294,4
6XjDF6nds4DE2BBbagZol6,Gata Only,96,Gata Only,0.791,0.499,8,-8.472,0,0.0509,0.446,2.41e-05,0.0899,0.669,99.986,audio_features,spotify:track:6XjDF6nds4DE2BBbagZol6,https://api.spotify.com/v1/tracks/6XjDF6nds4DE2BBbagZol6,https://api.spotify.com/v1/audio-analysis/6XjDF6nds4DE2BBbagZol6,222000,4
5ZJGv7aGdIr9IGpxzSG18T,Everybody (feat. Lil Uzi Vert),79,Pink Friday 2,0.736,0.769,11,-5.546,0,0.258,0.027,0.0,0.23,0.388,137.947,audio_features,spotify:track:5ZJGv7aGdIr9IGpxzSG18T,https://api.spotify.com/v1/tracks/5ZJGv7aGdIr9IGpxzSG18T,https://api.spotify.com/v1/audio-analysis/5ZJGv7aGdIr9IGpxzSG18T,180870,4
5C8h9PY9oTneqJihbn10NB,soak city (do it),75,soak city (do it),0.836,0.409,9,-14.189,1,0.188,0.258,4.92e-06,0.242,0.233,101.931,audio_features,spotify:track:5C8h9PY9oTneqJihbn10NB,https://api.spotify.com/v1/tracks/5C8h9PY9oTneqJihbn10NB,https://api.spotify.com/v1/audio-analysis/5C8h9PY9oTneqJihbn10NB,122321,4
1nQaTUDJ7Rc4yOvZmg9Ozr,Mmhmm,77,Mmhmm,0.93,0.682,9,-8.799,1,0.331,0.028,0.0,0.129,0.962,126.003,audio_features,spotify:track:1nQaTUDJ7Rc4yOvZmg9Ozr,https://api.spotify.com/v1/tracks/1nQaTUDJ7Rc4yOvZmg9Ozr,https://api.spotify.com/v1/audio-analysis/1nQaTUDJ7Rc4yOvZmg9Ozr,119016,4
2GLWhy9iiO1wrLUF5l4FtJ,Slimed In,81,WE DON'T TRUST YOU,0.749,0.403,1,-8.395,0,0.135,0.103,0.000186,0.324,0.0619,118.153,audio_features,spotify:track:2GLWhy9iiO1wrLUF5l4FtJ,https://api.spotify.com/v1/tracks/2GLWhy9iiO1wrLUF5l4FtJ,https://api.spotify.com/v1/audio-analysis/2GLWhy9iiO1wrLUF5l4FtJ,194907,4
3eNOyXmzuA46bUvi8FkIoW,Mamaw's House,72,Mamaw's House,0.559,0.704,2,-7.686,1,0.0338,0.0177,0.0,0.0821,0.422,89.985,audio_features,spotify:track:3eNOyXmzuA46bUvi8FkIoW,https://api.spotify.com/v1/tracks/3eNOyXmzuA46bUvi8FkIoW,https://api.spotify.com/v1/audio-analysis/3eNOyXmzuA46bUvi8FkIoW,187269,4
3h5TiWTqGxjSjFrbruPFH9,Praise Jah In The Moonlight,91,Praise Jah In The Moonlight,0.66,0.727,6,-4.028,0,0.0441,0.128,1.31e-05,0.524,0.418,125.023,audio_features,spotify:track:3h5TiWTqGxjSjFrbruPFH9,https://api.spotify.com/v1/tracks/3h5TiWTqGxjSjFrbruPFH9,https://api.spotify.com/v1/audio-analysis/3h5TiWTqGxjSjFrbruPFH9,263040,4
2H2ytI7ompfNmRkI2sq8Uk,I LUV IT (feat. Playboi Carti),86,I LUV IT (feat. Playboi Carti),0.587,0.779,5,-5.764,1,0.0467,0.0149,0.000394,0.227,0.228,151.01,audio_features,spotify:track:2H2ytI7ompfNmRkI2sq8Uk,https://api.spotify.com/v1/tracks/2H2ytI7ompfNmRkI2sq8Uk,https://api.spotify.com/v1/audio-analysis/2H2ytI7ompfNmRkI2sq8Uk,174886,4
4TYhQPffPcde8OQFnTo62a,the boy is mine,64,eternal sunshine,0.785,0.633,7,-5.848,0,0.0445,0.175,0.0,0.072,0.46,97.973,audio_features,spotify:track:4TYhQPffPcde8OQFnTo62a,https://api.spotify.com/v1/tracks/4TYhQPffPcde8OQFnTo62a,https://api.spotify.com/v1/audio-analysis/4TYhQPffPcde8OQFnTo62a,173640,4
0dEAiKNbHt4mrjjoiL0loc,Corazón de Piedra,90,Corazón de Piedra,0.834,0.763,2,-5.475,1,0.0835,0.0354,2.33e-06,0.273,0.633,134.844,audio_features,spotify:track:0dEAiKNbHt4mrjjoiL0loc,https://api.spotify.com/v1/tracks/0dEAiKNbHt4mrjjoiL0loc,https://api.spotify.com/v1/audio-analysis/0dEAiKNbHt4mrjjoiL0loc,193568,3
7sTyAjxDXq9afwfSQy6D0s,Bandit,86,Bandit,0.671,0.615,1,-9.593,1,0.0955,0.00113,1.3e-06,0.211,0.109,130.031,audio_features,spotify:track:7sTyAjxDXq9afwfSQy6D0s,https://api.spotify.com/v1/tracks/7sTyAjxDXq9afwfSQy6D0s,https://api.spotify.com/v1/audio-analysis/7sTyAjxDXq9afwfSQy6D0s,147744,4
7CyPwkp0oE8Ro9Dd5CUDjW,"One Of The Girls (with JENNIE, Lily Rose Depp)",93,The Idol Episode 4 (Music from the HBO Original Series),0.522,0.641,8,-6.287,1,0.0318,0.0545,0.0,0.162,0.202,87.51,audio_features,spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW,https://api.spotify.com/v1/tracks/7CyPwkp0oE8Ro9Dd5CUDjW,https://api.spotify.com/v1/audio-analysis/7CyPwkp0oE8Ro9Dd5CUDjW,244685,4
7gaA3wERFkFkgivjwbSvkG,"yes, and?",89,"yes, and?",0.788,0.758,1,-6.513,1,0.0505,0.198,8.5e-05,0.104,0.823,119.008,audio_features,spotify:track:7gaA3wERFkFkgivjwbSvkG,https://api.spotify.com/v1/tracks/7gaA3wERFkFkgivjwbSvkG,https://api.spotify.com/v1/audio-analysis/7gaA3wERFkFkgivjwbSvkG,214994,4
3ly60iOVqcsdtlMhQ8FcE1,AMEN,77,COWBOY CARTER,0.333,0.452,1,-7.087,1,0.0349,0.0687,4.17e-05,0.329,0.0913,79.825,audio_features,spotify:track:3ly60iOVqcsdtlMhQ8FcE1,https://api.spotify.com/v1/tracks/3ly60iOVqcsdtlMhQ8FcE1,https://api.spotify.com/v1/audio-analysis/3ly60iOVqcsdtlMhQ8FcE1,145106,3
1a73gcEg6h6Re6hHXoVltJ,FTCU,83,Pink Friday 2,0.928,0.458,11,-6.751,1,0.187,0.0175,0.000446,0.118,0.242,144.995,audio_features,spotify:track:1a73gcEg6h6Re6hHXoVltJ,https://api.spotify.com/v1/tracks/1a73gcEg6h6Re6hHXoVltJ,https://api.spotify.com/v1/audio-analysis/1a73gcEg6h6Re6hHXoVltJ,172138,4
5JRYVSZ6K2jY0kznYBmoqr,Wind Up Missin' You,78,Wind Up Missin' You,0.566,0.734,6,-5.631,1,0.0349,0.523,0.0,0.124,0.619,171.829,audio_features,spotify:track:5JRYVSZ6K2jY0kznYBmoqr,https://api.spotify.com/v1/tracks/5JRYVSZ6K2jY0kznYBmoqr,https://api.spotify.com/v1/audio-analysis/5JRYVSZ6K2jY0kznYBmoqr,166040,4
47Xj8eIAp7hYOOqArmkqZE,Spin You Around (1/24),81,Spin You Around (1/24),0.615,0.451,4,-6.019,1,0.0272,0.796,0.0,0.113,0.658,141.947,audio_features,spotify:track:47Xj8eIAp7hYOOqArmkqZE,https://api.spotify.com/v1/tracks/47Xj8eIAp7hYOOqArmkqZE,https://api.spotify.com/v1/audio-analysis/47Xj8eIAp7hYOOqArmkqZE,209427,4
28xOPIPw0joNPwYd0asIT5,Fried (She a Vibe),81,WE DON'T TRUST YOU,0.833,0.688,6,-4.581,0,0.197,0.00211,0.0,0.719,0.375,145.03,audio_features,spotify:track:28xOPIPw0joNPwYd0asIT5,https://api.spotify.com/v1/tracks/28xOPIPw0joNPwYd0asIT5,https://api.spotify.com/v1/audio-analysis/28xOPIPw0joNPwYd0asIT5,210173,4
57ELn9TPDIhrpl0dasS465,Claustrophobic,81,WE DON'T TRUST YOU,0.681,0.607,1,-5.815,1,0.259,0.0501,1.54e-05,0.449,0.225,73.562,audio_features,spotify:track:57ELn9TPDIhrpl0dasS465,https://api.spotify.com/v1/tracks/57ELn9TPDIhrpl0dasS465,https://api.spotify.com/v1/audio-analysis/57ELn9TPDIhrpl0dasS465,222053,4
7pBcryEKcUEaWHwAu1wUyP,Magic Don Juan (Princess Diana),80,WE DON'T TRUST YOU,0.596,0.507,1,-5.719,0,0.227,0.0404,2.67e-06,0.164,0.0988,139.194,audio_features,spotify:track:7pBcryEKcUEaWHwAu1wUyP,https://api.spotify.com/v1/tracks/7pBcryEKcUEaWHwAu1wUyP,https://api.spotify.com/v1/audio-analysis/7pBcryEKcUEaWHwAu1wUyP,220733,4
3FqUPvubYeRCMsdJ02QyZR,TÚ NAME,89,Dolido Pero No Arrepentido,0.76,0.747,0,-5.083,0,0.0282,0.0675,2.73e-06,0.309,0.884,128.912,audio_features,spotify:track:3FqUPvubYeRCMsdJ02QyZR,https://api.spotify.com/v1/tracks/3FqUPvubYeRCMsdJ02QyZR,https://api.spotify.com/v1/audio-analysis/3FqUPvubYeRCMsdJ02QyZR,152079,3
2E0bqoMlIb2xmFyZHRjtzK,Outskirts,72,Outskirts,0.552,0.774,10,-3.685,1,0.0401,0.215,0.0,0.126,0.194,75.07,audio_features,spotify:track:2E0bqoMlIb2xmFyZHRjtzK,https://api.spotify.com/v1/tracks/2E0bqoMlIb2xmFyZHRjtzK,https://api.spotify.com/v1/audio-analysis/2E0bqoMlIb2xmFyZHRjtzK,182707,4
3Vg7nPYlOrCkcV1abKbRQ1,Everyday Hustle,81,WE DON'T TRUST YOU,0.557,0.704,6,-5.641,0,0.39,0.0595,0.0,0.676,0.378,179.494,audio_features,spotify:track:3Vg7nPYlOrCkcV1abKbRQ1,https://api.spotify.com/v1/tracks/3Vg7nPYlOrCkcV1abKbRQ1,https://api.spotify.com/v1/audio-analysis/3Vg7nPYlOrCkcV1abKbRQ1,226947,3
0GdZqKPBrvkpo7mk2OyHtf,Back Then Right Now,72,Back Then Right Now,0.659,0.865,7,-4.416,1,0.0541,0.0164,0.0,0.134,0.761,126.998,audio_features,spotify:track:0GdZqKPBrvkpo7mk2OyHtf,https://api.spotify.com/v1/tracks/0GdZqKPBrvkpo7mk2OyHtf,https://api.spotify.com/v1/audio-analysis/0GdZqKPBrvkpo7mk2OyHtf,201485,4
7EWtB4NKYY3NqBl31PVip9,LA PEOPLE II,88,LA PEOPLE II,0.717,0.674,1,-5.269,1,0.0722,0.523,5.43e-06,0.0978,0.705,132.037,audio_features,spotify:track:7EWtB4NKYY3NqBl31PVip9,https://api.spotify.com/v1/tracks/7EWtB4NKYY3NqBl31PVip9,https://api.spotify.com/v1/audio-analysis/7EWtB4NKYY3NqBl31PVip9,141064,3
6dpLxbF7lfCAnC9QRTjNLK,Home,90,Home,0.583,0.676,6,-4.44,1,0.0298,0.0289,0.0634,0.121,0.134,77.002,audio_features,spotify:track:6dpLxbF7lfCAnC9QRTjNLK,https://api.spotify.com/v1/tracks/6dpLxbF7lfCAnC9QRTjNLK,https://api.spotify.com/v1/audio-analysis/6dpLxbF7lfCAnC9QRTjNLK,157486,4
2hNQDbZcN3vqRAuwiz7poI,Tucson Too Late,75,Bluebird Days,0.661,0.707,7,-7.19,1,0.0285,0.628,1.85e-06,0.0852,0.385,105.917,audio_features,spotify:track:2hNQDbZcN3vqRAuwiz7poI,https://api.spotify.com/v1/tracks/2hNQDbZcN3vqRAuwiz7poI,https://api.spotify.com/v1/audio-analysis/2hNQDbZcN3vqRAuwiz7poI,172853,4
